id,threat,lat,lon
5534,1,-37.22328324917897,-71.35387093134642
5535,1,-37.2235066691958,-71.34260838296711
5536,1,-37.223729019368164,-71.33134571063187
5537,1,-37.22395029965951,-71.32008291493425
5538,0,-37.224170510033424,-71.30881999646786
5539,2,-37.2243896504537,-71.29755695582637
5540,2,-37.22460772088429,-71.28629379360346
5541,2,-37.22482472128932,-71.27503051039285
5542,2,-37.22504065163311,-71.26376710678836
5543,2,-37.22525551188013,-71.25250358338376
5544,2,-37.225469301995034,-71.24123994077291
5545,2,-37.22568202194267,-71.22997617954974
5546,1,-37.22589367168802,-71.21871230030811
5547,1,-37.2261042511963,-71.20744830364207
5548,1,-37.226313760432845,-71.19618419014557
5549,1,-37.22652219936319,-71.18491996041269
5550,1,-37.22672956795306,-71.1736556150375
5551,1,-37.22693586616834,-71.16239115461413
5552,4,-37.16570425240539,-73.6148621109937
5553,3,-37.16614187113147,-73.60363513809496
5554,3,-37.16657843055044,-73.59240792291418
5555,3,-37.16701393059093,-73.58118046603306
5556,3,-37.16744837118175,-73.56995276803342
5557,2,-37.16788175225187,-73.55872482949714
5558,3,-37.180790663535625,-73.21054260707778
5559,3,-37.181190103461184,-73.19930727906828
5560,3,-37.18158848161787,-73.1880717297675
5561,2,-37.18198579794047,-73.17683595975991
5562,2,-37.182382052363906,-73.16559996963005
5563,2,-37.18277724482335,-73.15436375996251
5564,2,-37.18317137525405,-73.14312733134197
5565,2,-37.18356444359149,-73.1318906843532
5566,2,-37.18395644977132,-73.120653819581
5567,2,-37.184347393729354,-73.10941673761026
5568,2,-37.18473727540155,-73.09817943902597
5569,3,-37.18512609472409,-73.08694192441315
5570,2,-37.18551385163327,-73.07570419435692
5571,2,-37.18590054606561,-73.06446624944245
5572,2,-37.18628617795776,-73.05322809025498
5573,2,-37.18667074724659,-73.04198971737983
5574,3,-37.187054253869064,-73.03075113140241
5575,2,-37.18743669776241,-73.01951233290816
5576,2,-37.18781807886396,-73.00827332248262
5577,2,-37.18819839711126,-72.99703410071139
5578,2,-37.18857765244199,-72.98579466818013
5579,2,-37.18895584479403,-72.97455502547459
5580,2,-37.18933297410543,-72.96331517318056
5581,1,-37.1897090403144,-72.95207511188393
5582,3,-37.19008404335931,-72.94083484217062
5583,3,-37.19045798317875,-72.92959436462668
5584,3,-37.19083085971143,-72.91835367983816
5585,3,-37.191202672896274,-72.90711278839123
5586,2,-37.19157342267233,-72.8958716908721
5587,2,-37.19194310897886,-72.88463038786706
5588,3,-37.1923117317553,-72.87338887996245
5589,1,-37.1926792909412,-72.86214716774471
5590,1,-37.19304578647636,-72.8509052518003
5591,2,-37.19341121830071,-72.8396631327158
5592,1,-37.19377558635435,-72.82842081107782
5593,1,-37.19413889057757,-72.81717828747304
5594,2,-37.19450113091081,-72.80593556248824
5595,2,-37.19486230729472,-72.79469263671022
5596,2,-37.195222419670074,-72.78344951072586
5597,3,-37.19558146797785,-72.77220618512214
5598,3,-37.1959394521592,-72.76096266048606
5599,3,-37.19629637215543,-72.7497189374047
5600,2,-37.196652227908025,-72.73847501646523
5601,2,-37.197007019358665,-72.72723089825483
5602,3,-37.197360746449164,-72.71598658336082
5603,3,-37.197713409121526,-72.70474207237051
5604,3,-37.19806500731794,-72.69349736587132
5605,2,-37.198415540980754,-72.68225246445073
5606,2,-37.19876501005249,-72.67100736869628
5607,2,-37.19911341447584,-72.65976207919556
5608,2,-37.19946075419368,-72.64851659653623
5609,3,-37.199807029149056,-72.63727092130603
5610,2,-37.20015223928517,-72.62602505409274
5611,2,-37.20049638454542,-72.61477899548424
5612,3,-37.20083946487335,-72.60353274606844
5613,3,-37.20118148021271,-72.59228630643328
5614,2,-37.20152243050741,-72.58103967716687
5615,2,-37.201862315701504,-72.56979285885727
5616,2,-37.20220113573926,-72.55854585209266
5617,2,-37.202538890565116,-72.54729865746128
5618,3,-37.20287558012364,-72.53605127555142
5619,3,-37.20321120435961,-72.5248037069514
5620,3,-37.20354576321799,-72.51355595224969
5621,3,-37.20387925664388,-72.50230801203475
5622,3,-37.20421168458257,-72.4910598868951
5623,3,-37.204543046979516,-72.47981157741934
5624,2,-37.20487334378038,-72.46856308419615
5625,2,-37.20520257493092,-72.45731440781424
5626,2,-37.205530740377185,-72.44606554886239
5627,2,-37.20585784006529,-72.43481650792945
5628,2,-37.20618387394157,-72.4235672856043
5629,3,-37.20650884195252,-72.41231788247593
5630,3,-37.20683274404483,-72.40106829913333
5631,2,-37.20715558016534,-72.3898185361656
5632,2,-37.20747735026108,-72.37856859416188
5633,2,-37.20779805427923,-72.36731847371135
5634,2,-37.20811769216716,-72.3560681754033
5635,2,-37.20843626387243,-72.34481769982699
5636,2,-37.20875376934273,-72.33356704757186
5637,2,-37.20907020852597,-72.3223162192273
5638,2,-37.2093855813702,-72.31106521538281
5639,3,-37.20969988782366,-72.29981403662795
5640,2,-37.210013127834756,-72.2885626835523
5641,3,-37.21032530135208,-72.27731115674555
5642,3,-37.21063640832438,-72.26605945679742
5643,3,-37.21094644870059,-72.25480758429768
5644,3,-37.211255422429815,-72.24355553983614
5645,3,-37.21156332946132,-72.23230332400273
5646,3,-37.211870169744564,-72.22105093738739
5647,3,-37.21217594322917,-72.20979838058011
5648,3,-37.21248064986494,-72.19854565417096
5649,3,-37.21278428960185,-72.18729275875006
5650,3,-37.213086862390035,-72.17603969490759
5651,3,-37.213388368179814,-72.16478646323375
5652,3,-37.21368880692168,-72.15353306431885
5653,3,-37.21398817856632,-72.14227949875323
5654,3,-37.21428648306454,-72.13102576712726
5655,3,-37.21458372036739,-72.1197718700314
5656,3,-37.21487989042603,-72.10851780805616
5657,3,-37.21517499319185,-72.09726358179209
5658,3,-37.21546902861636,-72.08600919182982
5659,3,-37.21576199665129,-72.07475463875998
5660,2,-37.216053897248514,-72.06349992317331
5661,2,-37.216344730360085,-72.05224504566061
5662,2,-37.216634495938244,-72.04099000681266
5663,2,-37.216923193935415,-72.02973480722036
5664,3,-37.21721082430414,-72.01847944747468
5665,3,-37.2174973869972,-72.00722392816654
5666,3,-37.217782881967516,-71.99596824988701
5667,3,-37.21806730916819,-71.98471241322719
5668,2,-37.21835066855251,-71.97345641877821
5669,2,-37.21863296007391,-71.96220026713128
5670,2,-37.218914183686024,-71.95094395887763
5671,2,-37.21919433934266,-71.93968749460858
5672,2,-37.21947342699778,-71.92843087491548
5673,2,-37.21975144660553,-71.9171741003897
5674,2,-37.220028398120235,-71.90591717162272
5675,2,-37.22030428149639,-71.89466008920606
5676,2,-37.22057909668868,-71.88340285373124
5677,2,-37.22085284365194,-71.8721454657899
5678,2,-37.22112552234119,-71.86088792597367
5679,2,-37.22139713271162,-71.84963023487425
5680,2,-37.22166767471861,-71.83837239308343
5681,2,-37.221937148317686,-71.827114401193
5682,2,-37.222205553464576,-71.8158562597948
5683,2,-37.22247289011518,-71.80459796948077
5684,2,-37.22273915822555,-71.79333953084284
5685,2,-37.223004357751925,-71.78208094447302
5686,3,-37.22326848865074,-71.77082221096336
5687,2,-37.22353155087856,-71.75956333090596
5688,2,-37.223793544392166,-71.74830430489297
5689,2,-37.2240544691485,-71.7370451335166
5690,2,-37.22431432510466,-71.72578581736909
5691,2,-37.22457311221794,-71.71452635704271
5692,2,-37.22483083044581,-71.70326675312984
5693,2,-37.22508747974591,-71.69200700622285
5694,2,-37.225343060076035,-71.68074711691416
5695,2,-37.22559757139419,-71.66948708579629
5696,2,-37.22585101365852,-71.65822691346175
5697,2,-37.22610338682737,-71.6469666005031
5698,2,-37.226354690859274,-71.63570614751299
5699,2,-37.22660492571288,-71.6244455550841
5700,2,-37.226854091347064,-71.6131848238091
5701,2,-37.22710218772087,-71.6019239542808
5702,2,-37.22734921479349,-71.590662947092
5703,2,-37.22759517252433,-71.5794018028355
5704,2,-37.227840060872936,-71.56814052210427
5705,2,-37.22808387979906,-71.55687910549122
5706,2,-37.22832662926259,-71.54561755358934
5707,2,-37.22856830922362,-71.53435586699166
5708,2,-37.228808919642425,-71.52309404629126
5709,2,-37.22904846047941,-71.51183209208128
5710,2,-37.229286931695206,-71.50057000495487
5711,2,-37.229524333250595,-71.48930778550523
5712,2,-37.22976066510654,-71.47804543432564
5713,1,-37.22999592722417,-71.46678295200937
5714,1,-37.230230119564794,-71.45552033914979
5715,2,-37.2304632420899,-71.44425759634028
5716,2,-37.23069529476115,-71.43299472417424
5717,2,-37.23092627754037,-71.42173172324517
5718,2,-37.23115619038959,-71.41046859414656
5719,2,-37.231385033270975,-71.39920533747198
5720,1,-37.2316128061469,-71.38794195381504
5721,2,-37.231839508979895,-71.37667844376936
5722,2,-37.23206514173267,-71.36541480792863
5723,1,-37.232289704368114,-71.35415104688657
5724,2,-37.2325131968493,-71.34288716123694
5725,2,-37.23273561913944,-71.33162315157355
5726,1,-37.23295697120196,-71.32035901849025
5727,0,-37.233177253000456,-71.30909476258093
5728,1,-37.23339646449868,-71.29783038443952
5729,1,-37.23361460566056,-71.28656588465998
5730,2,-37.23383167645025,-71.27530126383633
5731,1,-37.234047676831985,-71.2640365225626
5732,1,-37.23426260677027,-71.25277166143289
5733,2,-37.23447646622973,-71.24150668104134
5734,2,-37.23468925517517,-71.23024158198211
5735,1,-37.234900973571605,-71.21897636484941
5736,1,-37.23511162138418,-71.20771103023749
5737,1,-37.23532119857822,-71.19644557874062
5738,1,-37.235529705119305,-71.18518001095315
5739,1,-37.23573714097306,-71.17391432746942
5740,2,-37.235943506105386,-71.16264852888384
5741,2,-37.17468911645911,-73.61540971105876
5742,3,-37.17512687686362,-73.60418141746938
5743,3,-37.17556357761969,-73.5929528814855
5744,3,-37.17599921865592,-73.58172410368915
5745,3,-37.176433799901055,-73.57049508466238
5746,3,-37.17686732128406,-73.55926582498736
5747,2,-37.18937978138769,-73.2222790239594
5748,2,-37.189780412728275,-73.21104259335897
5749,2,-37.19017998202289,-73.19980594077981
5750,3,-37.190578489206075,-73.18856906680656
5751,3,-37.1909759342126,-73.17733197202396
5752,2,-37.19137231697738,-73.16609465701683
5753,2,-37.19176763743551,-73.15485712237002
5754,2,-37.192161895522254,-73.14361936866848
5755,2,-37.192555091173055,-73.13238139649724
5756,2,-37.192947224323504,-73.12114320644137
5757,2,-37.193338294909395,-73.10990479908607
5758,2,-37.19372830286667,-73.09866617501653
5759,3,-37.194117248131455,-73.0874273348181
5760,2,-37.194505130640046,-73.07618827907612
5761,2,-37.1948919503289,-73.06494900837605
5762,2,-37.19527770713467,-73.05370952330341
5763,3,-37.19566240099415,-73.04246982444378
5764,2,-37.196046031844325,-73.03122991238283
5765,2,-37.196428599622365,-73.01998978770628
5766,2,-37.196810104265566,-73.00874945099993
5767,2,-37.19719054571144,-72.99750890284966
5768,2,-37.197569923897674,-72.98626814384139
5769,2,-37.197948238762066,-72.97502717456112
5770,2,-37.19832549024268,-72.96378599559496
5771,2,-37.19870167827766,-72.95254460752902
5772,2,-37.19907680280539,-72.94130301094955
5773,3,-37.199450863764376,-72.93006120644279
5774,2,-37.19982386109334,-72.91881919459512
5775,2,-37.20019579473115,-72.90757697599295
5776,3,-37.20056666461684,-72.89633455122278
5777,2,-37.20093647068964,-72.88509192087113
5778,3,-37.20130521288894,-72.87384908552467
5779,2,-37.201672891154296,-72.86260604577005
5780,1,-37.20203950542545,-72.85136280219405
5781,1,-37.2024050556423,-72.8401193553835
5782,2,-37.202769541744935,-72.82887570592526
5783,1,-37.2031329636736,-72.8176318544063
5784,1,-37.203495321368734,-72.80638780141368
5785,1,-37.20385661477092,-72.79514354753444
5786,1,-37.20421684382092,-72.78389909335579
5787,1,-37.204576008459696,-72.77265443946489
5788,3,-37.20493410862834,-72.76140958644908
5789,3,-37.20529114426816,-72.75016453489567
5790,2,-37.2056471153206,-72.73891928539213
5791,2,-37.2060020217273,-72.72767383852592
5792,2,-37.20635586343007,-72.71642819488459
5793,3,-37.20670864037086,-72.70518235505574
5794,3,-37.20706035249186,-72.69393631962707
5795,2,-37.20741099973537,-72.68269008918632
5796,2,-37.20776058204388,-72.6714436643213
5797,3,-37.20810909936008,-72.66019704561987
5798,3,-37.208456551626774,-72.64895023366998
5799,2,-37.20880293878702,-72.63770322905961
5800,2,-37.209148260783984,-72.62645603237685
5801,2,-37.20949251756101,-72.6152086442098
5802,3,-37.20983570906166,-72.60396106514666
5803,3,-37.210177835229615,-72.59271329577568
5804,2,-37.21051889600877,-72.58146533668518
5805,2,-37.21085889134317,-72.57021718846356
5806,2,-37.21119782117704,-72.55896885169922
5807,3,-37.21153568545477,-72.54772032698067
5808,3,-37.211872484120946,-72.53647161489648
5809,3,-37.2122082171203,-72.52522271603529
5810,3,-37.21254288439775,-72.51397363098577
5811,3,-37.212876485898384,-72.50272436033666
5812,3,-37.21320902156747,-72.49147490467679
5813,3,-37.21354049135044,-72.48022526459502
5814,2,-37.213870895192905,-72.4689754406803
5815,2,-37.21420023304065,-72.4577254335216
5816,2,-37.21452850483963,-72.44647524370797
5817,2,-37.21485571053597,-72.43522487182854
5818,2,-37.21518185007598,-72.42397431847247
5819,2,-37.2155069234061,-72.41272358422901
5820,2,-37.21583093047305,-72.40147266968744
5821,2,-37.21615387122359,-72.3902215754371
5822,2,-37.21647574560475,-72.37897030206742
5823,2,-37.216796553563675,-72.36771885016786
5824,2,-37.21711629504772,-72.35646722032797
5825,3,-37.2174349700044,-72.3452154131373
5826,3,-37.217752578381415,-72.33396342918554
5827,3,-37.21806912012661,-72.32271126906235
5828,2,-37.21838459518803,-72.31145893335753
5829,3,-37.218699003513876,-72.30020642266089
5830,2,-37.21901234505256,-72.2889537375623
5831,3,-37.21932461975261,-72.2777008786517
5832,2,-37.219635827562776,-72.26644784651907
5833,2,-37.21994596843195,-72.2551946417545
5834,2,-37.22025504230921,-72.24394126494806
5835,3,-37.22056304914382,-72.23268771668994
5836,3,-37.220869988885205,-72.22143399757033
5837,3,-37.221175861482955,-72.21018010817954
5838,3,-37.22148066688685,-72.19892604910788
5839,3,-37.22178440504683,-72.18767182094575
5840,3,-37.22208707591302,-72.17641742428361
5841,3,-37.222388679435724,-72.16516285971193
5842,3,-37.22268921556539,-72.15390812782128
5843,3,-37.22298868425269,-72.1426532292023
5844,3,-37.22328708544842,-72.1313981644456
5845,3,-37.22358441910359,-72.12014293414195
5846,3,-37.22388068516933,-72.10888753888212
5847,3,-37.224175883597006,-72.09763197925692
5848,3,-37.224470014338124,-72.08637625585723
5849,3,-37.22476307734438,-72.07512036927403
5850,2,-37.22505507256761,-72.06386432009828
5851,2,-37.22534599995988,-72.05260810892102
5852,3,-37.22563585947337,-72.04135173633338
5853,3,-37.22592465106048,-72.0300952029265
5854,3,-37.22621237467377,-72.01883850929158
5855,3,-37.22649903026596,-72.0075816560199
5856,3,-37.22678461778997,-71.99632464370275
5857,3,-37.22706913719887,-71.9850674729315
5858,3,-37.2273525884459,-71.97381014429759
5859,2,-37.22763497148452,-71.96255265839245
5860,2,-37.22791628626832,-71.95129501580763
5861,2,-37.22819653275106,-71.94003721713472
5862,2,-37.2284757108867,-71.92877926296529
5863,2,-37.228753820629386,-71.91752115389106
5864,2,-37.22903086193339,-71.90626289050375
5865,2,-37.22930683475321,-71.89500447339513
5866,2,-37.22958173904348,-71.88374590315705
5867,2,-37.22985557475902,-71.87248718038136
5868,2,-37.23012834185484,-71.86122830565999
5869,2,-37.2304000402861,-71.84996927958497
5870,2,-37.23067067000816,-71.83871010274828
5871,2,-37.23094023097653,-71.82745077574202
5872,2,-37.231208723146906,-71.81619129915832
5873,2,-37.23147614647516,-71.80493167358935
5874,2,-37.23174250091736,-71.79367189962734
5875,2,-37.23200778642968,-71.7824119778646
5876,2,-37.23227200296855,-71.77115190889342
5877,2,-37.232535150490534,-71.75989169330619
5878,2,-37.23279722895235,-71.74863133169532
5879,2,-37.23305823831095,-71.73737082465331
5880,2,-37.233318178523405,-71.72611017277266
5881,2,-37.23357704954699,-71.71484937664594
5882,2,-37.23383485133914,-71.70358843686579
5883,2,-37.23409158385749,-71.69232735402483
5884,2,-37.234347247059816,-71.68106612871581
5885,2,-37.234601840904084,-71.66980476153147
5886,2,-37.23485536534843,-71.65854325306461
5887,2,-37.23510782035119,-71.64728160390811
5888,2,-37.235359205870836,-71.63601981465483
5889,2,-37.235609521866046,-71.62475788589775
5890,2,-37.23585876829566,-71.61349581822984
5891,2,-37.23610694511869,-71.60223361224413
5892,2,-37.23635405229432,-71.59097126853374
5893,3,-37.23660008978193,-71.57970878769174
5894,2,-37.236845057541046,-71.56844617031136
5895,2,-37.23708895553139,-71.55718341698581
5896,2,-37.237331783712854,-71.54592052830832
5897,2,-37.237573542045496,-71.53465750487223
5898,2,-37.237814230489576,-71.52339434727088
5899,2,-37.23805384900549,-71.51213105609766
5900,2,-37.23829239755384,-71.50086763194602
5901,1,-37.23852987609538,-71.48960407540947
5902,1,-37.238766284591065,-71.4783403870815
5903,1,-37.239001623002,-71.46707656755572
5904,1,-37.239235891289475,-71.4558126174257
5905,2,-37.23946908941497,-71.44454853728516
5906,2,-37.239701217340105,-71.43328432772778
5907,2,-37.23993227502672,-71.42201998934726
5908,2,-37.2401622624368,-71.41075552273745
5909,2,-37.2403911795325,-71.39949092849216
5910,1,-37.24061902627617,-71.38822620720526
5911,2,-37.24084580263033,-71.37696135947067
5912,1,-37.241071508557674,-71.36569638588234
5913,1,-37.24129614402108,-71.35443128703427
5914,2,-37.24151970898357,-71.34316606352053
5915,2,-37.24174220340838,-71.33190071593516
5916,1,-37.24196362725888,-71.3206352448723
5917,0,-37.242183980498666,-71.30936965092612
5918,0,-37.242403263091475,-71.29810393469081
5919,0,-37.24262147500122,-71.28683809676062
5920,0,-37.24283861619201,-71.27557213772985
5921,0,-37.24305468662812,-71.26430605819283
5922,1,-37.24326968627398,-71.25303985874389
5923,2,-37.24348361509422,-71.24177353997746
5924,2,-37.24369647305363,-71.23050710248799
5925,2,-37.2439082601172,-71.21924054686995
5926,2,-37.24411897625007,-71.20797387371786
5927,2,-37.24432862141756,-71.19670708362631
5928,2,-37.24453719558517,-71.18544017718988
5929,2,-37.24474469871859,-71.17417315500319
5930,2,-37.244951130783654,-71.16290601766094
5931,3,-37.183234997906744,-73.62718692587308
5932,3,-37.183673959940876,-73.61595755410025
5933,3,-37.18411186205675,-73.60472793923826
5934,3,-37.184548704182774,-73.5934980818693
5935,3,-37.1849844862475,-73.58226798257564
5936,3,-37.185419208179674,-73.5710376419396
5937,4,-37.18585286990818,-73.55980706054362
5938,2,-37.197967557997856,-73.23401809025542
5939,1,-37.198369381403126,-73.22278055727054
5940,1,-37.198770142485465,-73.21154280161893
5941,3,-37.19916984117923,-73.20030482388543
5942,3,-37.19956847741895,-73.18906662465498
5943,2,-37.19996605113938,-73.17782820451258
5944,2,-37.20036256227538,-73.16658956404329
5945,2,-37.20075801076203,-73.15535070383226
5946,2,-37.20115239653453,-73.1441116244647
5947,2,-37.201545719528326,-73.13287232652591
5948,2,-37.20193797967897,-73.12163281060123
5949,2,-37.20232917692221,-73.1103930772761
5950,3,-37.20271931119398,-73.09915312713603
5951,3,-37.20310838243036,-73.08791296076659
5952,2,-37.20349639056761,-73.07667257875343
5953,2,-37.20388333554217,-73.06543198168224
5954,3,-37.204269217290644,-73.05419117013884
5955,2,-37.20465403574981,-73.04295014470907
5956,2,-37.205037790856636,-73.03170890597886
5957,2,-37.20542048254821,-73.0204674545342
5958,2,-37.20580211076186,-73.00922579096118
5959,3,-37.20618267543503,-72.99798391584592
5960,2,-37.20656217650538,-72.98674182977463
5961,2,-37.206940613910696,-72.97549953333359
5962,2,-37.207317987588986,-72.96425702710914
5963,2,-37.207694297478376,-72.9530143116877
5964,2,-37.20806954351722,-72.94177138765575
5965,3,-37.20844372564399,-72.93052825559982
5966,3,-37.208816843797386,-72.91928491610659
5967,2,-37.20918889791624,-72.9080413697627
5968,3,-37.20955988793957,-72.8967976171549
5969,2,-37.209929813806546,-72.88555365887005
5970,2,-37.21029867545656,-72.87430949549504
5971,2,-37.21066647282913,-72.86306512761679
5972,2,-37.21103320586396,-72.85182055582239
5973,2,-37.21139887450092,-72.84057578069886
5974,3,-37.21176347868007,-72.82933080283343
5975,2,-37.21212701834165,-72.81808562281327
5976,1,-37.21248949342601,-72.80684024122571
5977,2,-37.21285090387376,-72.79559465865813
5978,3,-37.21321124962562,-72.78434887569792
5979,2,-37.21357053062251,-72.77310289293257
5980,1,-37.213928746805514,-72.76185671094967
5981,2,-37.21428589811589,-72.75061033033683
5982,2,-37.21464198449506,-72.73936375168172
5983,2,-37.21499700588465,-72.72811697557214
5984,2,-37.21535096222642,-72.71687000259587
5985,3,-37.215703853462315,-72.70562283334083
5986,3,-37.21605567953446,-72.69437546839492
5987,2,-37.21640644038516,-72.6831279083462
5988,2,-37.21675613595685,-72.67188015378274
5989,3,-37.21710476619223,-72.66063220529267
5990,3,-37.21745233103406,-72.6493840634642
5991,2,-37.21779883042535,-72.6381357288856
5992,2,-37.21814426430925,-72.62688720214524
5993,2,-37.21848863262909,-72.61563848383145
5994,2,-37.21883193532839,-72.60438957453275
5995,2,-37.219174172350804,-72.59314047483763
5996,2,-37.21951534364021,-72.58189118533468
5997,2,-37.2198554491406,-72.57064170661256
5998,2,-37.22019448879621,-72.55939203925998
5999,3,-37.22053246255138,-72.5481421838657
6000,3,-37.22086937035066,-72.53689214101858
6001,3,-37.22120521213878,-72.5256419113075
6002,3,-37.2215399878606,-72.51439149532142
6003,3,-37.22187369746123,-72.50314089364936
6004,2,-37.22220634088585,-72.49189010688039
6005,1,-37.222537918079915,-72.4806391356037
6006,2,-37.222868428988974,-72.46938798040843
6007,3,-37.2231978735588,-72.45813664188388
6008,3,-37.223526251735336,-72.44688512061937
6009,3,-37.22385356346465,-72.43563341720427
6010,3,-37.22417980869306,-72.42438153222805
6011,2,-37.22450498736698,-72.4131294662802
6012,2,-37.22482909943305,-72.4018772199503
6013,2,-37.22515214483806,-72.39062479382795
6014,3,-37.22547412352899,-72.37937218850286
6015,2,-37.22579503545296,-72.36811940456474
6016,2,-37.22611488055732,-72.3568664426034
6017,2,-37.226433658789524,-72.34561330320872
6018,2,-37.226751370097276,-72.33435998697063
6019,2,-37.22706801442838,-72.32310649447906
6020,3,-37.22738359173087,-72.31185282632408
6021,3,-37.22769810195292,-72.30059898309578
6022,3,-37.22801154504288,-72.2893449653843
6023,3,-37.2283239209493,-72.27809077377987
6024,2,-37.22863522962087,-72.2668364088727
6025,3,-37.22894547100649,-72.2555818712532
6026,3,-37.22925464505521,-72.24432716151168
6027,3,-37.22956275171623,-72.23307228023862
6028,3,-37.229869790938984,-72.22181722802448
6029,3,-37.23017576267303,-72.21056200545983
6030,3,-37.23048066686811,-72.19930661313528
6031,3,-37.23078450347417,-72.18805105164148
6032,3,-37.23108727244129,-72.17679532156916
6033,3,-37.231388973719746,-72.16553942350909
6034,3,-37.23168960725998,-72.1542833580521
6035,3,-37.231989173012614,-72.14302712578906
6036,3,-37.23228767092844,-72.13177072731094
6037,3,-37.23258510095843,-72.1205141632087
6038,3,-37.23288146305372,-72.10925743407343
6039,3,-37.233176757165616,-72.09800054049622
6040,3,-37.23347098324562,-72.08674348306819
6041,3,-37.23376414124539,-72.07548626238061
6042,3,-37.23405623111677,-72.06422887902471
6043,2,-37.234347252811745,-72.05297133359184
6044,3,-37.23463720628253,-72.04171362667334
6045,3,-37.234926091481476,-72.03045575886067
6046,2,-37.235213908361125,-72.01919773074528
6047,3,-37.235500656874166,-72.00793954291873
6048,3,-37.23578633697349,-71.9966811959726
6049,3,-37.23607094861217,-71.98542269049851
6050,3,-37.236354491743406,-71.97416402708818
6051,2,-37.23663696632063,-71.96290520633332
6052,1,-37.23691837229741,-71.95164622882577
6053,0,-37.237198709627506,-71.94038709515733
6054,2,-37.237477978264856,-71.92912780591993
6055,2,-37.23775617816353,-71.91786836170553
6056,2,-37.23803330927783,-71.90660876310609
6057,2,-37.238309371562224,-71.8953490107137
6058,2,-37.2385843649713,-71.88408910512044
6059,2,-37.238858289459884,-71.8728290469185
6060,2,-37.23913114498294,-71.86156883670003
6061,2,-37.23940293149563,-71.85030847505735
6062,2,-37.23967364895328,-71.83904796258271
6063,2,-37.23994329731138,-71.82778729986849
6064,2,-37.240211876525606,-71.81652648750709
6065,2,-37.240479386551804,-71.80526552609096
6066,2,-37.240745827346004,-71.79400441621262
6067,2,-37.2410111988644,-71.78274315846461
6068,2,-37.24127550106336,-71.77148175343955
6069,2,-37.24153873389943,-71.76022020173005
6070,2,-37.24180089732936,-71.74895850392885
6071,2,-37.24206199131001,-71.73769666062866
6072,2,-37.24232201579846,-71.72643467242231
6073,2,-37.24258097075198,-71.71517253990264
6074,2,-37.24283885612797,-71.70391026366252
6075,2,-37.24309567188404,-71.69264784429491
6076,2,-37.243351417977934,-71.68138528239277
6077,2,-37.24360609436762,-71.67012257854917
6078,2,-37.243859701011225,-71.65885973335715
6079,2,-37.244112237867036,-71.64759674740986
6080,2,-37.24436370489351,-71.63633362130048
6081,3,-37.24461410204931,-71.62507035562221
6082,2,-37.24486342929325,-71.61380695096834
6083,2,-37.24511168658433,-71.60254340793217
6084,2,-37.24535887388172,-71.59127972710705
6085,2,-37.24560499114475,-71.5800159090864
6086,2,-37.24585003833297,-71.56875195446366
6087,2,-37.246094015406044,-71.55748786383232
6088,2,-37.24633692232386,-71.54622363778591
6089,2,-37.246578759046486,-71.53495927691806
6090,2,-37.24681952553409,-71.52369478182234
6091,3,-37.24705922174712,-71.51243015309245
6092,2,-37.24729784764611,-71.50116539132213
6093,1,-37.24753540319182,-71.48990049710511
6094,1,-37.24777188834519,-71.47863547103522
6095,1,-37.2480073030673,-71.46737031370628
6096,1,-37.2482416473194,-71.4561050257122
6097,2,-37.24847492106298,-71.44483960764691
6098,2,-37.24870712425963,-71.4335740601044
6099,2,-37.24893825687116,-71.4223083836787
6100,3,-37.24916831885955,-71.41104257896384
6101,2,-37.24939731018695,-71.39977664655395
6102,1,-37.24962523081566,-71.38851058704319
6103,1,-37.24985208070821,-71.37724440102572
6104,1,-37.250077859827265,-71.36597808909579
6105,2,-37.25030256813566,-71.35471165184771
6106,2,-37.25052620559643,-71.34344508987573
6107,2,-37.250748772172784,-71.33217840377425
6108,1,-37.250970267828095,-71.32091159413767
6109,0,-37.2511906925259,-71.30964466156043
6110,0,-37.25141004622995,-71.29837760663698
6111,2,-37.251628328904125,-71.28711042996187
6112,2,-37.25184554051253,-71.27584313212967
6113,2,-37.252061681019384,-71.26457571373496
6114,2,-37.25227675038915,-71.25330817537237
6115,3,-37.25249074858642,-71.24204051763664
6116,2,-37.25270367557597,-71.23077274112242
6117,3,-37.252915531322756,-71.21950484642451
6118,2,-37.253126315791924,-71.20823683413772
6119,2,-37.25333602894876,-71.19696870485686
6120,2,-37.253544670758764,-71.18570045917683
6121,2,-37.253752241187584,-71.17443209769253
6122,3,-37.191779514417945,-73.63896678347604
6123,3,-37.19221967872574,-73.62773633374564
6124,3,-37.19265878284564,-73.61650564023088
6125,3,-37.19309682670584,-73.60527470351413
6126,3,-37.1935338102347,-73.59404352417783
6127,2,-37.193969733360724,-73.58281210280452
6128,2,-37.19440459601264,-73.57158043997681
6129,2,-37.194838398119295,-73.56034853627735
6130,3,-37.19527113960972,-73.54911639228894
6131,2,-37.19741893534698,-73.49295208841465
6132,1,-37.19869488089041,-73.45925065993656
6133,3,-37.20655399230897,-73.24575980692799
6134,3,-37.206957008428596,-73.23452117176583
6135,1,-37.207358961948465,-73.2232823132484
6136,3,-37.207759852802766,-73.21204323196075
6137,3,-37.208159680925824,-73.20080392848801
6138,2,-37.208558446252155,-73.18956440341537
6139,2,-37.20895614871645,-73.17832465732809
6140,2,-37.20935278825358,-73.1670846908115
6141,2,-37.209748364798564,-73.15584450445104
